"var","par","lab","mean","se_mean","sd","X2.5.","X10.","X50.","X90.","X97.5.","n_eff","Rhat"
"tp","b_dp","degrd:rain1",-0.0428773276714213,0.000207447522482985,0.0133574851709909,-0.0701860168925035,-0.059850896747198,-0.0424740562799555,-0.0259903178167446,-0.01719279767819,4146.03435540065,0.999798209061054
"tp","b_rp","restr:rain1",-0.551199425875954,0.00134753184542053,0.0870982007186211,-0.726463296455743,-0.66190063855945,-0.55256597710308,-0.440886946454667,-0.377403114586995,4177.72926141387,1.00066458977482
"tp","b_add1","season",0.047441155404494,0.000104787321330738,0.00784698967883793,0.032286098624911,0.0373587398469758,0.0474209151542423,0.0574903691132309,0.0631857759600993,5607.7505344453,0.99930224556329
"tp","t_mu","time (mean)",0.0170840156728265,0.000540884771203262,0.0269840038464912,-0.0358936617782499,-0.016068761169964,0.0166535557831025,0.0504929254088316,0.0714708969155115,2488.8760716682,0.999328993460652
"tp","b_auto_t","autoT",0.172552950027126,0.000370342761990861,0.0272686107565144,0.119051895136473,0.137974620548814,0.172641464455183,0.20759180008081,0.2256454828988,5421.4855299803,0.999663933485213
"tp","b_auto_s","autoS",0.758729175702431,0.000795549162595614,0.0595593556376379,0.640449180463311,0.683643755378392,0.758375930867817,0.835670618784636,0.875007690927355,5604.87504950556,1.00013338318376
"tp","a_s[1]","Sa",-0.113590993022256,0.00105851281928718,0.0408130091843925,-0.193365376164816,-0.165708959480857,-0.112822050113557,-0.0638669933194788,-0.0332592374663847,1486.63717936746,1.00140097513371
"tp","a_s[2]","Ly",0.136531059208892,0.00186905946223849,0.0734687987553221,-0.0127390360139353,0.0452838234706317,0.13640594787579,0.226232271236382,0.280232734773322,1545.11084760607,1.00126467605775
"tp","a_s[3]","Ol",-0.108974084440215,0.00162509872768263,0.0625015403562731,-0.237990463907479,-0.184798304690083,-0.10757086231971,-0.0333909329589212,0.0102372166138267,1479.18311552953,1.00152548059429
"tp","a_s[4]","Br",0.0871283306420021,0.00127628289796518,0.0542355305149734,-0.0184417685361707,0.0204901274416217,0.0865151991925883,0.1541664672577,0.196772169531759,1805.8176177294,1.00030703378045
"tp","a_s[5]","Fe",0.0172118554389992,0.00107191404912648,0.0458053795502614,-0.0758638979328603,-0.0398301405940572,0.0174161938642368,0.0738555346235296,0.10793514795809,1826.05160237113,0.999471674397337
"tp","a_s[6]","D4",-0.0361663900499097,0.000911288669685508,0.0361910076679055,-0.10993722996764,-0.0821740815767484,-0.0350542284212341,0.00812872245026331,0.0329801257294941,1577.20959160916,1.00019297635663
"tp","a_s[7]","D8",0.0594288326799983,0.00106653685879788,0.0489449466722015,-0.0367112099643742,-0.00203075163844576,0.0587807660984989,0.122171942319823,0.153393787262656,2106.02722639785,0.999775949203705
"tp","a_s[8]","L4",-0.0599366299257507,0.00101074909702282,0.0427173773740891,-0.145679128540259,-0.11279279843095,-0.0587739436685761,-0.00825932685822955,0.0218044516172251,1786.1685521597,1.00033959695505
"tp","a_s[9]","L1",-0.0563156478390255,0.00129645718039776,0.0611079045284937,-0.181897710899008,-0.130968721902722,-0.0568782081754887,0.0205633392713757,0.0605045512288384,2221.6642575495,1.00031537319003
"tp","a_s[10]","Ls",0.0825717801594991,0.00109103668248857,0.0539012347000302,-0.0224026545277732,0.0146777678617989,0.0822950162238943,0.15169935897923,0.189795652635751,2440.72428311235,1.00044295666795
"tp","a_s[11]","Ln",-0.00848962786797051,0.00100348486533118,0.0497648729206782,-0.107548597889419,-0.0721068810215087,-0.00738894783772049,0.0550176180034105,0.0901328334340685,2459.37155218144,0.999800298421516
"tp","b_t[1]","Sa",0.0118969301153401,0.00022727767899918,0.017034968673956,-0.0217178623177203,-0.0095553150893474,0.0117922882132721,0.033518566686,0.0455578382332591,5617.83665252883,0.999403221464845
"tp","b_t[2]","Ly",-0.0310880864660719,0.000243284167830568,0.0176448276409006,-0.0654224197774674,-0.0540408155675989,-0.0307901181964146,-0.00868006748132233,0.00280769471006014,5260.2592191074,0.999566517982405
"tp","b_t[3]","Ol",0.0999872682217622,0.000264144330095036,0.0180073075186947,0.0653864629536822,0.0768782909383015,0.0998663126468571,0.123351348246609,0.134608630387729,4647.452682123,0.999323109365021
"tp","b_t[4]","Br",-0.0617060778092251,0.000283550838807267,0.02103102140054,-0.103541666004085,-0.0890735973103166,-0.0611223411431715,-0.0347693527917525,-0.0211638633545863,5501.21803235109,0.999485550649596
"tp","b_t[5]","Fe",0.0200979298998776,0.000251639718070573,0.0185817402322177,-0.0169896773673978,-0.00362643455577803,0.0199230109183312,0.0437600902784635,0.056198989948106,5452.73496630987,0.999909169406558
"tp","b_t[6]","D4",0.0948753527977649,0.000268186809530173,0.0185849991136559,0.0593873296206835,0.0713252472990588,0.0947566640516139,0.119112680972761,0.1323787368299,4802.31078089495,0.999535901477996
"tp","b_t[7]","D8",0.049826441175772,0.000746494110446273,0.0452852576268571,-0.0370585620186726,-0.00751504969158513,0.0487123380199103,0.108591199619124,0.143508243651988,3680.11096714443,0.999845211518039
"tp","b_t[8]","L4",0.0375886028921983,0.000325133347422041,0.0204692067268838,-0.00293307115961635,0.0116474841135909,0.0378236447093229,0.0637135849294053,0.0777033211847687,3963.50119590435,0.999370177251124
"tp","b_t[9]","L1",-0.0762568321726593,0.000822093787795691,0.0480820313034796,-0.173038886284688,-0.13817394536627,-0.0750564514767408,-0.0157604820289265,0.0176516349474487,3420.76217086211,0.999592172600783
"tp","b_t[10]","Ls",0.00286106829853039,0.000878368346261589,0.0490736120229263,-0.0951689344221879,-0.0603178676482518,0.0041325009529153,0.0650506603305577,0.0972032577345842,3121.3516342095,0.999366280744328
